Zielobjekt,Baustein,Anforderung,Anforderungs-Typ,Umsetzungsgrad,Umsetzung,Richtlinie,Verantwortlicher
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A4 Konsistente Indizierung von Daten bei der Archivierung,Basis,Ja,Die Anforderungen an die Indizierung der Daten sind im [Archivierungskonzept] enthalten. Die Daten werden entsprechend indiziert. ,Archivierungskonzept,"Leiter Informationstechnik, IT-Betrieb, Benutzer"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A5 Regelmäßige Aufbereitung von archivierten Datenbeständen,Basis,Ja,Die RECPLAST GmbH hat die Anforderungen während der Konzeption berücksichtigt und entsprechend umgesetzt.,,Leiter Informationstechnik
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A6 Schutz der Integrität der Indexdatenbank von Archivsystemen,Basis,Ja,Die Integrität der Indexdatenbank ist technisch sichergestellt. Die Indexdatenbank ist fester Bestandteil der Datensicherung. ,,"Leiter Informationstechnik, IT-Betrieb"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A7 Regelmäßige Datensicherung der System- und Archivdaten,Basis,Ja,Die Datenbanken und Systemdaten sind Bestandteil der Datensicherung der RECPLAST GmbH.,,"Leiter Informationstechnik, IT-Betrieb"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A8 Protokollierung der Archivzugriffe,Basis,Ja,"Der Zugriff auf das Archivsystem ist nur angemeldeten Usern möglich. Dadurch wird der Zugriff des Benutzers mit Datum, Uhrzeit und dem benutzten Client protokolliert. Die Aufbewahrungsdauer ist im [Archivierungskonzept] dokumentiert. Die Protokolldaten werden regelmäßig durch den IT-Betrieb ausgewertet. ES ist dokumentiert, welche Ereignisse, welchen Mitarbeitern angezeigt werden.",Archivierungskonzept,"Leiter Informationstechnik, IT-Betrieb"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A9 Auswahl geeigneter Datenformate für die Archivierung von Dokumenten,Basis,Ja,Die Auswahl des Datenformats wurde durch den IT-Betrieb ausgewählt. Die Syntax und Semantik des Datenformats ist im [Archivierungskonzept] dokumentiert.,Archivierungskonzept,"Leiter Informationstechnik, IT-Betrieb"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A10 Erstellung einer Richtlinie für die Nutzung von Archivsystemen,Standard,Ja,Es existiert eine [Richtlinie zur Nutzung des Archivsystems].,Richtlinie zur Nutzung des Archivsystems,"Leiter Informationstechnik, IT-Betrieb"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A11 Einweisung in die Administration und Bedienung des Archivsystems,Standard,Ja,Mitarbeiter erhalten bei Einführung eines neuen Systems oder bei Einstellung eine Schulung für das entsprechende System.,,"Leiter Informationstechnik, IT-Betrieb, Benutzer"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A12 überwachung der Speicherressourcen von Archivmedien,Standard,Ja,Die freie Speicherkapazität lässt sich im Systemmanagement des IT-Betriebs abrufen. Bei einem bestimmten Schwellenwert wird eine automatische Benachrichtigung an die entsprechenden Administratoren gesendet.,,"Leiter Informationstechnik, IT-Betrieb"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A13 Regelmäßige Revision der Archivierungsprozesse,Standard,Ja,Die Archivierungsprozesse werden regelmäßig durch den IT-Betrieb mit dem aktuellen System verglichen. Die Ergebnisse werden im Systemmanagement dokumentiert und bei Abweichungen behandelt.,,
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A14 Regelmäßige Beobachtung des Marktes für Archivsysteme,Standard,Teilweise,"Die Administratoren nutzen Newsletter des Herstellers des Archivsystems, um über Neuerungen informiert zu sein. Eine aktive Informationsbeschaffung findet jedoch nicht statt.",,Leiter Informationstechnik
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A15 Regelmäßige Aufbereitung von kryptografisch gesicherten Daten bei der Archivierung,Standard,Ja,"Die RECPLAST GmbH orientiert sich bei der Auswahl von kryptografischen Verfahren an der ""BSI TR-02102-1"". Der IT-Betrieb passt die Kryptografieverfahren bei Änderungen entsprechend an. Verschlüsselte Archivdaten werden entsprechend auch mit dem neuen Verfahren neu gesichert.",,"Leiter Informationstechnik, IT-Betrieb"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A16 Regelmäßige Erneuerung technischer Archivsystem-Komponenten,Standard,Ja,"Die Systeme der RECPLAST GmbH werden regelmäßig auf Aktualität des technischen Stands geprüft. Sollte ein neues System oder neue Komponenten benötigt werden, ist dies vorher ausgiebig zu testen und ein Migrationskonzept zu erstellen. Die Überführung von Daten in ein neues Dateiformat muss immer mit dem Datenschutzbeauftragten abgestimmt werden, um mögliche rechtliche Anforderungen zu beachten.",,"Datenschutzbeauftragter, Leiter Informationstechnik, IT-Betrieb"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A17 Auswahl eines geeigneten Archivsystems,Standard,Ja,Neue Archivsysteme sind immer anhand des Anforderungskatalogs und dem [Archivierungskonzept] auszuwählen. ,Archivierungskonzept,Leiter Informationstechnik
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A18 Verwendung geeigneter Archivmedien,Standard,Ja,Die Anforderungen an die Archivmedien sind Bestandteil des Anforderungskatalogs und [Archivierungskonzept]. Die Anforderungen werden entsprechend berücksichtigt.,Archivierungskonzept,"Leiter Informationstechnik, IT-Betrieb"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A19 Regelmäßige Funktions- und Recoverytests bei der Archivierung,Standard,Ja,Es finden regelmäßige Funktions- und Recoverytests statt. Diese Umfassen zum einen die Lesbarkeit von Archivdaten sowie die Funktionsfähigkeit der Hardwarekomponenten des Systems.,,"Leiter Informationstechnik, IT-Betrieb"
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A20 Geeigneter Einsatz kryptografischer Verfahren bei der Archivierung,Erhöht,Entbehrlich,Aufgrund des Schutzbedarfs nicht notwendig.,,
Informationsverbund,OPS.1.2.2 Archivierung,OPS.1.2.2.A21 übertragung von Papierdaten in elektronische Archive,Erhöht,Entbehrlich,Aufgrund des Schutzbedarfs nicht notwendig.,,
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A1 Festlegung der Sicherheitsanforderungen für Outsourcing-Vorhaben,Basis,Ja,"Die Anforderungen an einen Outsourcing-Dienstleister sind in der [Richtlinie Outsourcing] beschrieben. Der Dienstleister muss je nach Dienstleitung den IT-Grundschutz oder ein vergleichbares Schutniveau vorweisen. Je nach Schutzbedarf der Aufgaben werden, falls notwendig, die Berechtigungen vergeben.",Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A2 Rechtzeitige Beteiligung der Personalvertretung,Standard,Ja,Die Personalvertretung wird bei einem Outsourcing-Vorhaben immer frühzeitig informiert.,Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A3 Auswahl eines geeigneten Outsourcing-Dienstleisters,Standard,Ja,Für jedes Outsourcing-Vorhaben wird ein Anforderungsprofil erstellt. Anhand des Profils wird ein passender Dienstleister ausgewählt.,Richtlinie Outsourcing,
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A4 Vertragsgestaltung mit dem Outsourcing-Dienstleister,Standard,Ja,"Es wird zwischen der RECPLAST GmbH und dem Outsourcing-Dienstleiter ein schriftlicher Vertrag abgeschlossen, welcher alle Aspekte abdeckt. Die RECPLAST GmbH besteht auf die Möglichkeit ein Audit beim Dienstleiter durchzuführen.",Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A5 Festlegung einer Outsourcing-Strategie,Standard,Ja,Die Outsourcing-Strategie ist in der [Richtlinie Outsourcing] beschrieben. ,Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A6 Erstellung eines Sicherheitskonzepts für das Outsourcing-Vorhaben,Standard,Ja,Die RECPLAST GmbH erstellt ein spezifisches Sicherheitskonzept für das Outsourcing-Vorhaben. Dieses wird mit dem Sicherheitskonzept des Dienstleisters verglichen und anschließend in ein Gesamt-Sicherheitskonzept zusammengeführt. Das Sicherheitskonzept wird regelmäßig auf Wirksamkeit überprüft.,Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A7 Festlegung der möglichen Kommunikationspartner,Standard,Ja,Die Kommunikationspartner werden zu Beginn ausgewählt und dokumentiert. ,Richtlinie Outsourcing,
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A8 Regelungen für den Einsatz des Personals des Outsourcing-Dienstleiters,Standard,Ja,"Der Vertrag zwischen der RECPLAST GmbH und dem Outsourcing-Dienstleister beinhaltet auch immer die Verpflichtung der Mitarbeiter auf Einhaltung der gesetzlichen Vorschriften, sowie der internen Regelungen. Die Mitarbeiter werden ordnugnsgemäß in ihre Aufgaben eingewiesen und erhalten falls nötig eine Schulung zur Informationssicherheit.",Richtlinie Outsourcing,Leiter Personal
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A9 Vereinbarung über die Anbindung an Netze der Outsourcing-Partner,Standard,Ja,Die sicherheitsrelevanten Aspekte werden schriftlich im Vertrag vereinbart. Outsourcing-Dienstleister haben keinen Zugriff auf das Netz der RECPLAST GmbH. Im Vertrag werden Ansprechpartner definiert. Bei einem Sicherheitsvorfall ist immer der ISB zu informieren.,Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A10 Vereinbarung über Datenaustausch zwischen den Outsourcing-Partnern,Standard,Ja,Der Datenaustausch mit Outsourcing-Dienstleistern ist fest definiert. Es werden Ansprechpartner im Vertrag definiert. Es werden Service Level Agreements vereinbart.,Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A11 Planung und Aufrechterhaltung der Informationssicherheit im laufenden Outsourcing-Betrieb,Standard,Ja,"Die Sicherheitsaspekte werden im Sicherheitskonzept festgehalten. Dies wird regelmäßig auf Aktualtität geprüft und ggf. angepasst. Es werden Tests mit dem Dienstleister durchgeführt, um das Sicherheitsniveau zu prüfen. Informationen über Risiken werden regelmäßig ausgetauscht. Dazu wurde ein entsprechnder Prozess definiert.",Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A12 änderungsmanagement,Standard,Ja,"Der Outsourcing-Dienstleister ist verpflichtet, der RECPLAST GmbH große Änderungen frühzeitig mitzuteilen. Dazu muss der Dienstleister eine Dokumentation über die Änderungen, Test und Genehmigung übermitteln. Der Dienstleister hat Rückfall-Lösungen zu erarbeiten.",Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A13 Sichere Migration bei Outsourcing-Vorhaben,Standard,Ja,"Sollte eine Migration bei einem Outsourcing-Vorhaben notwendig sein, wird ein Sicherheitskonzept für die Migration erstellt. Für Testzwecke werden nur Testdaten genutzt. Sollten Ausnahmeregelungen erstellt worden sein, werden diese nach Abschluss der Migration wieder aufgehoben. Das Sicherheitskonzept wird entsprechend angepasst. ",Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A14 Notfallvorsorge beim Outsourcing,Standard,Ja,"Die Schnittstellen und Kommunikationswege für die Notfallvorsorge sind im Dokument [Notfallvorsorge Outsourcing] definiert. Hier werden die Ansprechpartner, Zuständigkeiten und Abläufe beschrieben. Die RECPLAST GmbH prüft in regelmäßigen Abständen die Einhaltung der Maßnahmen beim Dienstleister. Von gemeinsamen Notfallübungen sieht die RECPLAST GmbH ab.",Notfallvorsorge Outsourcing,
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A15 Geordnete Beendigung eines Outsourcing-Verhältnisses,Standard,Ja,Die mögliche Beendigung eines Dienstleistungsverhältnises wird im Vertrag geregelt. Eine Kündigung des Vertrags darf die Tätigkeiten der RECPLAST GmbH nicht beeinträchtigen. Der Dienstleister hat alle Daten ordnungsgemäß zu löschen.,Richtlinie Outsourcing,Leiter Informationstechnik
A019 Webserver,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A16 Sicherheitsüberprüfung von Mitarbeitern,Erhöht,Ja,Die RECPLAST GmbH hat eine vertragliche Regelung zur Sicherheitsüberprüfung von Mitarbeitern abgeschlossen.,Richtlinie Outsourcing,Leiter Informationstechnik
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A1 Festlegung der Sicherheitsanforderungen für Outsourcing-Vorhaben,Basis,Ja,"Die Anforderungen an einen Outsourcing-Dienstleister sind in der [Richtlinie Outsourcing] beschrieben. Der Dienstleister muss je nach Dienstleitung den IT-Grundschutz oder ein vergleichbares Schutniveau vorweisen. Je nach Schutzbedarf der Aufgaben werden, falls notwendig, die Berechtigungen vergeben.",Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A2 Rechtzeitige Beteiligung der Personalvertretung,Standard,Ja,Die Personalvertretung wird bei einem Outsourcing-Vorhaben immer frühzeitig informiert.,Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A3 Auswahl eines geeigneten Outsourcing-Dienstleisters,Standard,Ja,Für jedes Outsourcing-Vorhaben wird ein Anforderungsprofil erstellt. Anhand des Profils wird ein passender Dienstleister ausgewählt.,Richtlinie Outsourcing,
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A4 Vertragsgestaltung mit dem Outsourcing-Dienstleister,Standard,Ja,"Es wird zwischen der RECPLAST GmbH und dem Outsourcing-Dienstleiter ein schriftlicher Vertrag abgeschlossen, welcher alle Aspekte abdeckt. Die RECPLAST GmbH besteht auf die Möglichkeit ein Audit beim Dienstleiter durchzuführen.",Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A5 Festlegung einer Outsourcing-Strategie,Standard,Ja,Die Outsourcing-Strategie ist in der [Richtlinie Outsourcing] beschrieben. ,Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A6 Erstellung eines Sicherheitskonzepts für das Outsourcing-Vorhaben,Standard,Ja,Die RECPLAST GmbH erstellt ein spezifisches Sicherheitskonzept für das Outsourcing-Vorhaben. Dieses wird mit dem Sicherheitskonzept des Dienstleisters verglichen und anschließend in ein Gesamt-Sicherheitskonzept zusammengeführt. Das Sicherheitskonzept wird regelmäßig auf Wirksamkeit überprüft.,Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A7 Festlegung der möglichen Kommunikationspartner,Standard,Ja,Die Kommunikationspartner werden zu Beginn ausgewählt und dokumentiert. ,Richtlinie Outsourcing,
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A8 Regelungen für den Einsatz des Personals des Outsourcing-Dienstleiters,Standard,Ja,"Der Vertrag zwischen der RECPLAST GmbH und dem Outsourcing-Dienstleister beinhaltet auch immer die Verpflichtung der Mitarbeiter auf Einhaltung der gesetzlichen Vorschriften, sowie der internen Regelungen. Die Mitarbeiter werden ordnugnsgemäß in ihre Aufgaben eingewiesen und erhalten falls nötig eine Schulung zur Informationssicherheit.",Richtlinie Outsourcing,Leiter Personal
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A9 Vereinbarung über die Anbindung an Netze der Outsourcing-Partner,Standard,Ja,Die sicherheitsrelevanten Aspekte werden schriftlich im Vertrag vereinbart. Outsourcing-Dienstleister haben keinen Zugriff auf das Netz der RECPLAST GmbH. Im Vertrag werden Ansprechpartner definiert. Bei einem Sicherheitsvorfall ist immer der ISB zu informieren.,Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A10 Vereinbarung über Datenaustausch zwischen den Outsourcing-Partnern,Standard,Ja,Der Datenaustausch mit Outsourcing-Dienstleistern ist fest definiert. Es werden Ansprechpartner im Vertrag definiert. Es werden Service Level Agreements vereinbart.,Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A11 Planung und Aufrechterhaltung der Informationssicherheit im laufenden Outsourcing-Betrieb,Standard,Ja,"Die Sicherheitsaspekte werden im Sicherheitskonzept festgehalten. Dies wird regelmäßig auf Aktualtität geprüft und ggf. angepasst. Es werden Tests mit dem Dienstleister durchgeführt, um das Sicherheitsniveau zu prüfen. Informationen über Risiken werden regelmäßig ausgetauscht. Dazu wurde ein entsprechnder Prozess definiert.",Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A12 Änderungsmanagement,Standard,Ja,"Der Outsourcing-Dienstleister ist verpflichtet, der RECPLAST GmbH große Änderungen frühzeitig mitzuteilen. Dazu muss der Dienstleister eine Dokumentation über die Änderungen, Test und Genehmigung übermitteln. Der Dienstleister hat Rückfall-Lösungen zu erarbeiten.",Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A13 Sichere Migration bei Outsourcing-Vorhaben,Standard,Ja,"Sollte eine Migration bei einem Outsourcing-Vorhaben notwendig sein, wird ein Sicherheitskonzept für die Migration erstellt. Für Testzwecke werden nur Testdaten genutzt. Sollten Ausnahmeregelungen erstellt worden sein, werden diese nach Abschluss der Migration wieder aufgehoben. Das Sicherheitskonzept wird entsprechend angepasst. ",Richtlinie Outsourcing,Informationssicherheitsbeauftragter
A026 Mobile Device Management,OPS.2.1 Outsourcing für Kunden,OPS.2.1.A14 Notfallvorsorge beim Outsourcing,Standard,Ja,"Die Schnittstellen und Kommunikationswege für die Notfallvorsorge sind im Dokument [Notfallvorsorge Outsourcing] definiert. Hier werden die Ansprechpartner, Zuständigkeiten und Abläufe beschrieben. Die RECPLAST GmbH prüft in regelmäßigen Abständen die Einhaltung der Maßnahmen beim Dienstleister. Von gemeinsamen Notfallübungen sieht die RECPLAST GmbH ab.",Notfallvorsorge Outsourcing,
